,Min,Max
1_PERIOD_2_PERIOD_1_PERIOD_13_RXN_p_Day,21.891377923632817,0.0
1_PERIOD_2_PERIOD_1_PERIOD_13_RXN_p_Night,2.7533872783116185e-09,0.0
1_PERIOD_2_PERIOD_1_PERIOD_13_RXN_p_Open,1.990125265778144,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_m_Close,0.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_m_Day,0.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_m_Night,0.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_m_Open,0.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_p_Close,0.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_p_Day,0.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_p_Night,0.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_p_Open,0.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_9_RXN_c_Close,0.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_9_RXN_c_Day,7.007800694479798,0.0
1_PERIOD_2_PERIOD_1_PERIOD_9_RXN_c_Night,0.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_9_RXN_c_Open,0.6370727903846549,0.0
1_PERIOD_5_PERIOD_1_PERIOD_20_RXN_c_Close,0.0,0.0
1_PERIOD_5_PERIOD_1_PERIOD_20_RXN_c_Day,0.0,0.0
1_PERIOD_5_PERIOD_1_PERIOD_20_RXN_c_Night,0.0,0.0
1_PERIOD_5_PERIOD_1_PERIOD_20_RXN_c_Open,0.0,0.0
1_PERIOD_8_PERIOD_4_PERIOD_9_RXN_p_Close,0.0,0.0
1_PERIOD_8_PERIOD_4_PERIOD_9_RXN_p_Day,0.0,0.0
1_PERIOD_8_PERIOD_4_PERIOD_9_RXN_p_Night,0.0,0.0
1_PERIOD_8_PERIOD_4_PERIOD_9_RXN_p_Open,0.0,0.0
1_PERIOD_8_PERIOD_5_PERIOD_1_RXN_p_Close,0.0,0.0
1_PERIOD_8_PERIOD_5_PERIOD_1_RXN_p_Day,0.0,0.0
1_PERIOD_8_PERIOD_5_PERIOD_1_RXN_p_Night,0.0,0.0
1_PERIOD_8_PERIOD_5_PERIOD_1_RXN_p_Open,0.0,0.0
2KG_ACONITATE_mc_Close,1000.0,-1000.0
2KG_ACONITATE_mc_Day,1000.0,-1000.0
2KG_ACONITATE_mc_Night,1000.0,-1000.0
2KG_ACONITATE_mc_Open,1000.0,-1000.0
2KG_CIT_mc_Close,1000.0,-1000.0
2KG_CIT_mc_Day,1000.0,-1000.0
2KG_CIT_mc_Night,1000.0,-1000.0
2KG_CIT_mc_Open,1000.0,-1000.0
2KG_ISOCITRATE_mc_Close,1000.0,-1000.0
2KG_ISOCITRATE_mc_Day,1000.0,-1000.0
2KG_ISOCITRATE_mc_Night,1000.0,-1000.0
2KG_ISOCITRATE_mc_Open,1000.0,-1000.0
2KG_MAL_mc_Close,1000.0,-1000.0
2KG_MAL_mc_Day,1000.0,-1000.0
2KG_MAL_mc_Night,1000.0,-1000.0
2KG_MAL_mc_Open,1000.0,-1000.0
2KG_MAL_pc_Close,0.0,0.0
2KG_MAL_pc_Day,-0.5069999990461317,-0.5069999989521323
2KG_MAL_pc_Night,0.0,0.0
2KG_MAL_pc_Open,-0.03310681863450458,-0.033106818670329205
2KG_OAA_mc_Close,1000.0,-1000.0
2KG_OAA_mc_Day,1000.0,-1000.0
2KG_OAA_mc_Night,1000.0,-1000.0
2KG_OAA_mc_Open,1000.0,-1000.0
2KG_SUC_mc_Close,1000.0,-1000.0
2KG_SUC_mc_Day,1000.0,-1000.0
2KG_SUC_mc_Night,1000.0,-1000.0
2KG_SUC_mc_Open,1000.0,-1000.0
2OXOGLUTARATEDEH_RXN_m_Close,0.3521578773058768,0.3521578773093848
2OXOGLUTARATEDEH_RXN_m_Day,0.0,0.0
2OXOGLUTARATEDEH_RXN_m_Night,1.8905937125651482,1.8905937125591628
2OXOGLUTARATEDEH_RXN_m_Open,0.0,0.0
2PGADEHYDRAT_RXN_c_Close,1000.0000000000001,-999.6478421226085
2PGADEHYDRAT_RXN_c_Day,999.6250000000002,-1000.0
2PGADEHYDRAT_RXN_c_Night,1000.0,-998.1094062874712
2PGADEHYDRAT_RXN_c_Open,1000.0,-999.6250000000705
2PGADEHYDRAT_RXN_p_Close,1000.0,-999.6478421224921
2PGADEHYDRAT_RXN_p_Day,999.6250000000001,-1000.0
2PGADEHYDRAT_RXN_p_Night,1000.0,-998.1094062874355
2PGADEHYDRAT_RXN_p_Open,1000.0000000001146,-999.6250000000002
2TRANSKETO_RXN_p_Close,0.10057521798263812,0.10057521805265424
2TRANSKETO_RXN_p_Day,-1.3519999974558512,-1.3519999974561039
2TRANSKETO_RXN_p_Night,1.4368512215618239,1.436851221546391
2TRANSKETO_RXN_p_Open,-0.088284849696144,-0.08828484969240838
2_ISOPROPYLMALATESYN_RXN_p_Close,0.0,0.0
2_ISOPROPYLMALATESYN_RXN_p_Day,0.0,0.0
2_ISOPROPYLMALATESYN_RXN_p_Night,0.0,0.0
2_ISOPROPYLMALATESYN_RXN_p_Open,0.0,0.0
2_KETOGLUTARATE_xc_Close,999.999999999868,-1000.0
2_KETOGLUTARATE_xc_Day,999.9999999999998,-998.9860000019033
2_KETOGLUTARATE_xc_Night,1000.0,-1000.0
2_KETOGLUTARATE_xc_Open,1000.0,-999.9337863627362
2_PERIOD_3_PERIOD_1_PERIOD_180_RXN_p_Close,0.0,0.0
2_PERIOD_3_PERIOD_1_PERIOD_180_RXN_p_Day,0.0,0.0
2_PERIOD_3_PERIOD_1_PERIOD_180_RXN_p_Night,0.0,0.0
2_PERIOD_3_PERIOD_1_PERIOD_180_RXN_p_Open,0.0,0.0
2_PERIOD_4_PERIOD_1_PERIOD_111_RXN_c_Close,0.0,0.0
2_PERIOD_4_PERIOD_1_PERIOD_111_RXN_c_Day,0.0,0.0
2_PERIOD_4_PERIOD_1_PERIOD_111_RXN_c_Night,0.0,0.0
2_PERIOD_4_PERIOD_1_PERIOD_111_RXN_c_Open,0.0,0.0
2_PERIOD_5_PERIOD_1_PERIOD_19_RXN_p_Close,0.0,0.0
2_PERIOD_5_PERIOD_1_PERIOD_19_RXN_p_Day,0.0,0.0
2_PERIOD_5_PERIOD_1_PERIOD_19_RXN_p_Night,0.0,0.0
2_PERIOD_5_PERIOD_1_PERIOD_19_RXN_p_Open,0.0,0.0
2_PERIOD_7_PERIOD_1_PERIOD_90_RXN_c_Close,0.12579132956831868,-0.9000000000133365
2_PERIOD_7_PERIOD_1_PERIOD_90_RXN_c_Day,-0.3449999999992879,-3.3139999941409597
2_PERIOD_7_PERIOD_1_PERIOD_90_RXN_c_Night,0.22687124551281534,0.0
2_PERIOD_7_PERIOD_1_PERIOD_90_RXN_c_Open,-0.016658714906248564,-0.01665871492364408
2_PERIOD_7_PERIOD_7_PERIOD_13_RXN_c_Close,1.0257913296422982,0.0
2_PERIOD_7_PERIOD_7_PERIOD_13_RXN_c_Day,0.0,0.0
2_PERIOD_7_PERIOD_7_PERIOD_13_RXN_c_Night,0.226871245280414,0.0
2_PERIOD_7_PERIOD_7_PERIOD_13_RXN_c_Open,0.0,0.0
2_PERIOD_7_PERIOD_7_PERIOD_34_RXN_c_Close,1.0257913295814463,0.0
2_PERIOD_7_PERIOD_7_PERIOD_34_RXN_c_Day,0.0,0.0
2_PERIOD_7_PERIOD_7_PERIOD_34_RXN_c_Night,0.22687124559610156,0.0
2_PERIOD_7_PERIOD_7_PERIOD_34_RXN_c_Open,0.0,0.0
2_PERIOD_7_PERIOD_7_PERIOD_44_RXN_c_Close,0.0,0.0
2_PERIOD_7_PERIOD_7_PERIOD_44_RXN_c_Day,0.0,0.0
2_PERIOD_7_PERIOD_7_PERIOD_44_RXN_c_Night,0.0,0.0
2_PERIOD_7_PERIOD_7_PERIOD_44_RXN_c_Open,0.0,0.0
3PGAREARR_RXN_c_Close,1000.0,-999.6478421226875
3PGAREARR_RXN_c_Day,999.6249999999903,-1000.0
3PGAREARR_RXN_c_Night,1000.0,-998.1094062874521
3PGAREARR_RXN_c_Open,1000.0,-999.625000000005
3PGAREARR_RXN_p_Close,1000.0,-999.647842122694
3PGAREARR_RXN_p_Day,999.6249999999952,-1000.0
3PGAREARR_RXN_p_Night,1000.0,-998.1094062874696
3PGAREARR_RXN_p_Open,1000.0,-999.6250000000011
3PGA_Pi_pc_Close,1000.0,-1000.0
3PGA_Pi_pc_Day,1000.0,-1000.0
3PGA_Pi_pc_Night,1000.0,-1000.0
3PGA_Pi_pc_Open,1000.0,-1000.0
3_DEHYDROQUINATE_DEHYDRATASE_RXN_p_Close,0.0,0.0
3_DEHYDROQUINATE_DEHYDRATASE_RXN_p_Day,0.0,0.0
3_DEHYDROQUINATE_DEHYDRATASE_RXN_p_Night,0.0,0.0
3_DEHYDROQUINATE_DEHYDRATASE_RXN_p_Open,0.0,0.0
3_DEHYDROQUINATE_SYNTHASE_RXN_p_Close,0.0,0.0
3_DEHYDROQUINATE_SYNTHASE_RXN_p_Day,0.0,0.0
3_DEHYDROQUINATE_SYNTHASE_RXN_p_Night,0.0,0.0
3_DEHYDROQUINATE_SYNTHASE_RXN_p_Open,0.0,0.0
3_ISOPROPYLMALDEHYDROG_RXN_p_Close,0.0,0.0
3_ISOPROPYLMALDEHYDROG_RXN_p_Day,0.0,0.0
3_ISOPROPYLMALDEHYDROG_RXN_p_Night,0.0,0.0
3_ISOPROPYLMALDEHYDROG_RXN_p_Open,0.0,0.0
3_ISOPROPYLMALISOM_RXN_p_Close,0.0,0.0
3_ISOPROPYLMALISOM_RXN_p_Day,0.0,0.0
3_ISOPROPYLMALISOM_RXN_p_Night,0.0,0.0
3_ISOPROPYLMALISOM_RXN_p_Open,0.0,0.0
4_AMINO_BUTYRATE_PROTON_rev_vc_Close,0.0,0.0
4_AMINO_BUTYRATE_PROTON_rev_vc_Day,1.484499997137213,0.0
4_AMINO_BUTYRATE_PROTON_rev_vc_Night,-1.2770564573836548e-10,0.0
4_AMINO_BUTYRATE_PROTON_rev_vc_Open,0.0,0.0
4_AMINO_BUTYRATE_PROTON_vc_Close,0.0,0.0
4_AMINO_BUTYRATE_PROTON_vc_Day,1.484499997057045,0.0
4_AMINO_BUTYRATE_PROTON_vc_Night,0.0,0.0
4_AMINO_BUTYRATE_PROTON_vc_Open,0.0,0.0
4_AMINO_BUTYRATE_mc_Close,0.0,0.0
4_AMINO_BUTYRATE_mc_Day,0.0,0.0
4_AMINO_BUTYRATE_mc_Night,0.0,0.0
4_AMINO_BUTYRATE_mc_Open,0.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_58_RXN_p_Close,0.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_58_RXN_p_Day,0.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_58_RXN_p_Night,0.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_58_RXN_p_Open,0.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_59_RXN_p_Close,0.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_59_RXN_p_Day,0.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_59_RXN_p_Night,0.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_59_RXN_p_Open,0.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_61_RXN_p_Close,0.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_61_RXN_p_Day,0.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_61_RXN_p_Night,0.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_61_RXN_p_Open,0.0,0.0
5_METHYL_THF_pc_Close,0.0,0.0
5_METHYL_THF_pc_Day,0.0,0.0
5_METHYL_THF_pc_Night,0.0,0.0
5_METHYL_THF_pc_Open,0.0,0.0
6PFRUCTPHOS_RXN_c_Close,1.025791329615109,0.0
6PFRUCTPHOS_RXN_c_Day,0.0,0.0
6PFRUCTPHOS_RXN_c_Night,0.22687124555481752,0.0
6PFRUCTPHOS_RXN_c_Open,0.0,0.0
6PFRUCTPHOS_RXN_p_Close,1.0257913296372294,0.0
6PFRUCTPHOS_RXN_p_Day,0.0,0.0
6PFRUCTPHOS_RXN_p_Night,0.22687124551599222,0.0
6PFRUCTPHOS_RXN_p_Open,0.0,0.0
6PGLUCONDEHYDROG_RXN_c_Close,0.14245745654611228,0.14245745640572216
6PGLUCONDEHYDROG_RXN_c_Day,0.0,0.0
6PGLUCONDEHYDROG_RXN_c_Night,2.5586034913713775,2.558603490996802
6PGLUCONDEHYDROG_RXN_c_Open,0.0,0.0
6PGLUCONDEHYDROG_RXN_p_Close,0.15926819759972,0.15926819760494482
6PGLUCONDEHYDROG_RXN_p_Day,0.0,0.0
6PGLUCONDEHYDROG_RXN_p_Night,1.751950173645452,1.751950173640873
6PGLUCONDEHYDROG_RXN_p_Open,0.0,0.0
6PGLUCONOLACT_RXN_c_Close,0.14245745652706276,0.14245745655194006
6PGLUCONOLACT_RXN_c_Day,0.0,0.0
6PGLUCONOLACT_RXN_c_Night,2.5586034909956568,2.558603490996221
6PGLUCONOLACT_RXN_c_Open,0.0,0.0
6PGLUCONOLACT_RXN_p_Close,0.15926819761562955,0.15926819764952657
6PGLUCONOLACT_RXN_p_Day,0.0,0.0
6PGLUCONOLACT_RXN_p_Night,1.7519501736531593,1.7519501736298846
6PGLUCONOLACT_RXN_p_Open,0.0,0.0
6_PERIOD_3_PERIOD_4_PERIOD_16_RXN_p_Close,0.0,0.0
6_PERIOD_3_PERIOD_4_PERIOD_16_RXN_p_Day,0.0,0.0
6_PERIOD_3_PERIOD_4_PERIOD_16_RXN_p_Night,0.0,0.0
6_PERIOD_3_PERIOD_4_PERIOD_16_RXN_p_Open,0.0,0.0
ACETALD_mc_Close,0.0,0.0
ACETALD_mc_Day,0.0,0.0
ACETALD_mc_Night,0.0,0.0
ACETALD_mc_Open,0.0,0.0
ACETATE_COA_LIGASE_RXN_p_Close,0.0,0.0
ACETATE_COA_LIGASE_RXN_p_Day,0.0,0.0
ACETATE_COA_LIGASE_RXN_p_Night,0.0,0.0
ACETATE_COA_LIGASE_RXN_p_Open,0.0,0.0
ACETATE_COA_LIGASE_RXN_x_Close,0.0,0.0
ACETATE_COA_LIGASE_RXN_x_Day,0.0,0.0
ACETATE_COA_LIGASE_RXN_x_Night,0.0,0.0
ACETATE_COA_LIGASE_RXN_x_Open,0.0,0.0
ACETOLACTREDUCTOISOM_RXN_p_Close,0.0,0.0
ACETOLACTREDUCTOISOM_RXN_p_Day,0.0,0.0
ACETOLACTREDUCTOISOM_RXN_p_Night,0.0,0.0
ACETOLACTREDUCTOISOM_RXN_p_Open,0.0,0.0
ACETOLACTSYN_RXN_p_Close,0.0,0.0
ACETOLACTSYN_RXN_p_Day,0.0,0.0
ACETOLACTSYN_RXN_p_Night,0.0,0.0
ACETOLACTSYN_RXN_p_Open,0.0,0.0
ACETOOHBUTREDUCTOISOM_RXN_p_Close,0.0,0.0
ACETOOHBUTREDUCTOISOM_RXN_p_Day,0.0,0.0
ACETOOHBUTREDUCTOISOM_RXN_p_Night,0.0,0.0
ACETOOHBUTREDUCTOISOM_RXN_p_Open,0.0,0.0
ACETOOHBUTSYN_RXN_p_Close,0.0,0.0
ACETOOHBUTSYN_RXN_p_Day,0.0,0.0
ACETOOHBUTSYN_RXN_p_Night,0.0,0.0
ACETOOHBUTSYN_RXN_p_Open,0.0,0.0
ACETYLGLUTKIN_RXN_p_Close,0.0,0.0
ACETYLGLUTKIN_RXN_p_Day,0.0,0.0
ACETYLGLUTKIN_RXN_p_Night,0.0,0.0
ACETYLGLUTKIN_RXN_p_Open,0.0,0.0
ACETYLORNTRANSAM_RXN_p_Close,0.0,0.0
ACETYLORNTRANSAM_RXN_p_Day,0.0,0.0
ACETYLORNTRANSAM_RXN_p_Night,0.0,0.0
ACETYLORNTRANSAM_RXN_p_Open,0.0,0.0
ACETYL_COA_CARBOXYLTRANSFER_RXN_p_Close,0.0,0.0
ACETYL_COA_CARBOXYLTRANSFER_RXN_p_Day,0.0,0.0
ACETYL_COA_CARBOXYLTRANSFER_RXN_p_Night,0.0,0.0
ACETYL_COA_CARBOXYLTRANSFER_RXN_p_Open,0.0,0.0
ACET_mc_Close,0.0,0.0
ACET_mc_Day,0.0,0.0
ACET_mc_Night,0.0,0.0
ACET_mc_Open,0.0,0.0
ACET_pc_Close,0.0,0.0
ACET_pc_Day,0.0,0.0
ACET_pc_Night,0.0,0.0
ACET_pc_Open,0.0,0.0
ACET_xc_Close,0.0,0.0
ACET_xc_Day,0.0,0.0
ACET_xc_Night,0.0,0.0
ACET_xc_Open,0.0,0.0
ACONITATEDEHYDR_RXN_c_Close,1000.0,-999.6478421234347
ACONITATEDEHYDR_RXN_c_Day,999.9999999999995,-1000.0
ACONITATEDEHYDR_RXN_c_Night,1000.0,-998.109406287441
ACONITATEDEHYDR_RXN_c_Open,1000.0,-1000.0
ACONITATEDEHYDR_RXN_m_Close,1000.0,-999.6478421227372
ACONITATEDEHYDR_RXN_m_Day,1000.0,-1000.0
ACONITATEDEHYDR_RXN_m_Night,1000.0,-998.1094062874536
ACONITATEDEHYDR_RXN_m_Open,1000.0,-1000.0
ACONITATEHYDR_RXN_c_Close,1000.0,-999.6478421226885
ACONITATEHYDR_RXN_c_Day,1000.0,-1000.0
ACONITATEHYDR_RXN_c_Night,1000.0,-998.1094062874363
ACONITATEHYDR_RXN_c_Open,1000.0,-1000.0
ACONITATEHYDR_RXN_m_Close,1000.0,-999.6478421226873
ACONITATEHYDR_RXN_m_Day,1000.0000000000006,-999.9999999999999
ACONITATEHYDR_RXN_m_Night,1000.0,-998.1094062873954
ACONITATEHYDR_RXN_m_Open,1000.0,-1000.0
ACSERLY_RXN_c_Close,0.0,0.0
ACSERLY_RXN_c_Day,0.0,0.0
ACSERLY_RXN_c_Night,0.0,0.0
ACSERLY_RXN_c_Open,0.0,0.0
ACSERLY_RXN_p_Close,0.0,0.0
ACSERLY_RXN_p_Day,0.0,0.0
ACSERLY_RXN_p_Night,0.0,0.0
ACSERLY_RXN_p_Open,0.0,0.0
ADENYLOSUCCINATE_SYNTHASE_RXN_p_Close,0.0,0.0
ADENYLOSUCCINATE_SYNTHASE_RXN_p_Day,0.0,0.0
ADENYLOSUCCINATE_SYNTHASE_RXN_p_Night,0.0,0.0
ADENYLOSUCCINATE_SYNTHASE_RXN_p_Open,0.0,0.0
ADENYL_KIN_RXN_c_Close,998.4198230375154,-1000.0
ADENYL_KIN_RXN_c_Day,990.3950841331249,-1000.0
ADENYL_KIN_RXN_c_Night,986.2364777725917,-1000.0
ADENYL_KIN_RXN_c_Open,998.7765723206617,-1000.0
ADENYL_KIN_RXN_m_Close,502.605968292082,-497.3940317079047
ADENYL_KIN_RXN_m_Day,510.23341586639503,-490.02008413313035
ADENYL_KIN_RXN_m_Night,513.9903934729671,-486.00960652705726
ADENYL_KIN_RXN_m_Open,501.23998108864737,-498.7765723206805
ADENYL_KIN_RXN_p_Close,499.99999999994134,-500.0000000000034
ADENYL_KIN_RXN_p_Day,500.37500000000034,-500.00000000001245
ADENYL_KIN_RXN_p_Night,500.0000000000053,-500.00000000002143
ADENYL_KIN_RXN_p_Open,500.00000000000273,-499.99999999999534
ADP_pc_Close,1000.0,-1000.0
ADP_pc_Day,1000.0,-1000.0
ADP_pc_Night,1000.0,-1000.0
ADP_pc_Open,1000.0,-1000.0
AICARTRANSFORM_RXN_p_Close,0.0,0.0
AICARTRANSFORM_RXN_p_Day,0.0,0.0
AICARTRANSFORM_RXN_p_Night,0.0,0.0
AICARTRANSFORM_RXN_p_Open,0.0,0.0
ALANINE_AMINOTRANSFERASE_RXN_c_Close,0.0,0.0
ALANINE_AMINOTRANSFERASE_RXN_c_Day,0.0,0.0
ALANINE_AMINOTRANSFERASE_RXN_c_Night,0.0,0.0
ALANINE_AMINOTRANSFERASE_RXN_c_Open,0.0,0.0
ALANINE_AMINOTRANSFERASE_RXN_m_Close,0.0,0.0
ALANINE_AMINOTRANSFERASE_RXN_m_Day,0.0,0.0
ALANINE_AMINOTRANSFERASE_RXN_m_Night,0.0,0.0
ALANINE_AMINOTRANSFERASE_RXN_m_Open,0.0,0.0
ALANINE_AMINOTRANSFERASE_RXN_x_Close,0.0,-1000.0
ALANINE_AMINOTRANSFERASE_RXN_x_Day,0.0,-1000.0
ALANINE_AMINOTRANSFERASE_RXN_x_Night,0.0,-1000.0
ALANINE_AMINOTRANSFERASE_RXN_x_Open,0.0,-1000.0
ALANINE_GLYOXYLATE_AMINOTRANSFERASE_RXN_x_Close,1000.0,0.0
ALANINE_GLYOXYLATE_AMINOTRANSFERASE_RXN_x_Day,1000.0,0.0
ALANINE_GLYOXYLATE_AMINOTRANSFERASE_RXN_x_Night,1000.0,0.0
ALANINE_GLYOXYLATE_AMINOTRANSFERASE_RXN_x_Open,1000.0,0.0
ALANINE_TRNA_LIGASE_RXN_c_Close,0.0,0.0
ALANINE_TRNA_LIGASE_RXN_c_Day,0.0,0.0
ALANINE_TRNA_LIGASE_RXN_c_Night,0.0,0.0
ALANINE_TRNA_LIGASE_RXN_c_Open,0.0,0.0
ALCOHOL_DEHYDROG_RXN_c_Close,0.0,0.0
ALCOHOL_DEHYDROG_RXN_c_Day,0.0,0.0
ALCOHOL_DEHYDROG_RXN_c_Night,0.0,0.0
ALCOHOL_DEHYDROG_RXN_c_Open,0.0,0.0
AMPSYN_RXN_p_Close,0.0,0.0
AMPSYN_RXN_p_Day,0.0,0.0
AMPSYN_RXN_p_Night,0.0,0.0
AMPSYN_RXN_p_Open,0.0,0.0
AMP_ATP_xc_Close,0.0,0.0
AMP_ATP_xc_Day,0.0,0.0
AMP_ATP_xc_Night,0.0,0.0
AMP_ATP_xc_Open,0.0,0.0
AMP_pc_Close,499.9999999999933,-500.0
AMP_pc_Day,499.9999999999985,-499.9999999999998
AMP_pc_Night,500.0000000000095,-499.9999999999998
AMP_pc_Open,499.9999999999902,-500.00000000000006
ANTHRANSYN_RXN_p_Close,0.0,0.0
ANTHRANSYN_RXN_p_Day,0.0,0.0
ANTHRANSYN_RXN_p_Night,0.0,0.0
ANTHRANSYN_RXN_p_Open,0.0,0.0
ARGININE_TRNA_LIGASE_RXN_c_Close,0.0,0.0
ARGININE_TRNA_LIGASE_RXN_c_Day,0.0,0.0
ARGININE_TRNA_LIGASE_RXN_c_Night,0.0,0.0
ARGININE_TRNA_LIGASE_RXN_c_Open,0.0,0.0
ARGSUCCINLYA_RXN_c_Close,0.0,0.0
ARGSUCCINLYA_RXN_c_Day,0.0,0.0
ARGSUCCINLYA_RXN_c_Night,0.0,0.0
ARGSUCCINLYA_RXN_c_Open,0.0,0.0
ARGSUCCINSYN_RXN_c_Close,0.0,0.0
ARGSUCCINSYN_RXN_c_Day,0.0,0.0
ARGSUCCINSYN_RXN_c_Night,0.0,0.0
ARGSUCCINSYN_RXN_c_Open,0.0,0.0
ARG_CITRULLINE_mc_Close,1000.0,-1000.0
ARG_CITRULLINE_mc_Day,1000.0,-1000.0
ARG_CITRULLINE_mc_Night,1000.0,-1000.0
ARG_CITRULLINE_mc_Open,1000.0,-1000.0
ARG_HIS_mc_Close,1000.0,-1000.0
ARG_HIS_mc_Day,1000.0,-1000.0
ARG_HIS_mc_Night,1000.0,-1000.0
ARG_HIS_mc_Open,1000.0,-1000.0
ARG_LYS_mc_Close,1000.0,-1000.0
ARG_LYS_mc_Day,1000.0,-1000.0
ARG_LYS_mc_Night,1000.0,-1000.0
ARG_LYS_mc_Open,1000.0,-1000.0
ARG_ORNITHINE_mc_Close,1000.0,-1000.0
ARG_ORNITHINE_mc_Day,1000.0,-1000.0
ARG_ORNITHINE_mc_Night,1000.0,-1000.0
ARG_ORNITHINE_mc_Open,1000.0,-1000.0
ARG_PROTON_rev_vc_Close,0.0,0.0
ARG_PROTON_rev_vc_Day,1.4844999969772927,0.0
ARG_PROTON_rev_vc_Night,0.0,0.0
ARG_PROTON_rev_vc_Open,0.0,0.0
ARG_PROTON_vc_Close,0.0,0.0
ARG_PROTON_vc_Day,1.484499997063873,0.0
ARG_PROTON_vc_Night,0.0,0.0
ARG_PROTON_vc_Open,0.0,0.0
ARG_mc_Close,0.0,-2.377191776758991e-10
ARG_mc_Day,0.0,0.0
ARG_mc_Night,0.0,0.0
ARG_mc_Open,0.0,0.0
ASNSYNA_RXN_c_Close,0.0,0.0
ASNSYNA_RXN_c_Day,0.0,0.0
ASNSYNA_RXN_c_Night,0.0,0.0
ASNSYNA_RXN_c_Open,0.0,0.0
ASN_PROTON_rev_vc_Close,0.0,0.0
ASN_PROTON_rev_vc_Day,1.4844999970638164,0.0
ASN_PROTON_rev_vc_Night,0.0,0.0
ASN_PROTON_rev_vc_Open,0.0,0.0
ASN_PROTON_vc_Close,0.0,0.0
ASN_PROTON_vc_Day,1.4844999970402357,0.0
ASN_PROTON_vc_Night,0.0,0.0
ASN_PROTON_vc_Open,0.0,0.0
ASPAMINOTRANS_RXN_c_Close,1000.0,-1000.0
ASPAMINOTRANS_RXN_c_Day,1000.0,-1000.0
ASPAMINOTRANS_RXN_c_Night,1000.0,-1000.0
ASPAMINOTRANS_RXN_c_Open,1000.0,-1000.0
ASPAMINOTRANS_RXN_m_Close,1000.0,-1000.0
ASPAMINOTRANS_RXN_m_Day,999.9999999999998,-1000.0
ASPAMINOTRANS_RXN_m_Night,1000.0,-1000.0
ASPAMINOTRANS_RXN_m_Open,1000.0,-1000.0
